"sourceCode","sourceName","sourceFrequency","sourceAutoAssignedConceptIds","ADD_INFO:bno_name","ADD_INFO:orig_name","matchScore","mappingStatus","equivalence","statusSetBy","statusSetOn","conceptId","conceptName","domainId","mappingType","comment","createdBy","createdOn","assignedReviewer"
"V4650","Injury to the driver of the car is not mot. in a collision with a vehicle, communication accident",-1,0,"Autó vezetőjének sérülése nem mot. járművel ütközésben, közl. baleset","Autó vezetőjének sérülése nem mot. járművel ütközésben, közl. baleset",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4152175,"Motor vehicle on road in collision with nonmotor vehicle","Observation","MAPS_TO",,,0,
"V4660","Injury to a car passenger in a collision with a non-motorized vehicle, communic. accident",-1,0,"Autó utasának sérülése nem motoros járművel ütközésben, közl. baleset","Autó utasának sérülése nem motoros járművel ütközésben, közl. baleset",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,434228,"Passenger in vehicular AND/OR traffic accident","Condition","MAPS_TO",,,0,
"V4660","Injury to a car passenger in a collision with a non-motorized vehicle, communic. accident",-1,0,"Autó utasának sérülése nem motoros járművel ütközésben, közl. baleset","Autó utasának sérülése nem motoros járművel ütközésben, közl. baleset",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4152175,"Motor vehicle on road in collision with nonmotor vehicle","Observation","MAPS_TO",,,0,
"V4670","Injury to the outside passenger of a car in a collision with a non-motorized vehicle, traffic accident",-1,0,"Autó külső utasának sérülése nem mot.járművel ütközésben, közl.baleset","Autó külső utasának sérülése nem mot.járművel ütközésben, közl.baleset",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4145511,"Automobile accident","Observation","MAPS_TO",,,0,
"V4670","Injury to the outside passenger of a car in a collision with a non-motorized vehicle, traffic accident",-1,0,"Autó külső utasának sérülése nem mot.járművel ütközésben, közl.baleset","Autó külső utasának sérülése nem mot.járművel ütközésben, közl.baleset",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4152175,"Motor vehicle on road in collision with nonmotor vehicle","Observation","MAPS_TO",,,0,
"V4670","Injury to the outside passenger of a car in a collision with a non-motorized vehicle, traffic accident",-1,0,"Autó külső utasának sérülése nem mot.járművel ütközésben, közl.baleset","Autó külső utasának sérülése nem mot.járművel ütközésben, közl.baleset",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,440897,"Motor vehicle accident victim","Condition","MAPS_TO",,,0,
"V4690","Car k.m.n. injury to a passenger in a collision with a non-motorized vehicle, traffic accident.",-1,0,"Autó k.m.n. utasának sérülése nem mot.járművel ütközésben, közl.bales.","Autó k.m.n. utasának sérülése nem mot.járművel ütközésben, közl.bales.",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4145511,"Automobile accident","Observation","MAPS_TO",,,0,
"V4690","Car k.m.n. injury to a passenger in a collision with a non-motorized vehicle, traffic accident.",-1,0,"Autó k.m.n. utasának sérülése nem mot.járművel ütközésben, közl.bales.","Autó k.m.n. utasának sérülése nem mot.járművel ütközésben, közl.bales.",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4152175,"Motor vehicle on road in collision with nonmotor vehicle","Observation","MAPS_TO",,,0,
"V4690","Car k.m.n. injury to a passenger in a collision with a non-motorized vehicle, traffic accident.",-1,0,"Autó k.m.n. utasának sérülése nem mot.járművel ütközésben, közl.bales.","Autó k.m.n. utasának sérülése nem mot.járművel ütközésben, közl.bales.",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,440897,"Motor vehicle accident victim","Condition","MAPS_TO",,,0,
"V4700","The driver of the car was injured in a collision with a fixed object, not on the left.",-1,0,"Autó vezetőjének sérülése rögzített objektummal ütk.ben, nem közl.bal.","Autó vezetőjének sérülése rögzített objektummal ütk.ben, nem közl.bal.",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,435988,"Motor vehicle accident, driver","Condition","MAPS_TO",,,0,
"V4700","The driver of the car was injured in a collision with a fixed object, not on the left.",-1,0,"Autó vezetőjének sérülése rögzített objektummal ütk.ben, nem közl.bal.","Autó vezetőjének sérülése rögzített objektummal ütk.ben, nem közl.bal.",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,436292,"Accidental collision with stationary object","Observation","MAPS_TO",,,0,
"V4700","The driver of the car was injured in a collision with a fixed object, not on the left.",-1,0,"Autó vezetőjének sérülése rögzített objektummal ütk.ben, nem közl.bal.","Autó vezetőjének sérülése rögzített objektummal ütk.ben, nem közl.bal.",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,437738,"Motor vehicle accident off public road","Observation","MAPS_TO",,,0,
"V4710","Injury to a car passenger in a collision with a fixed object, not reported.",-1,0,"Autó utasának sérülése rögzített objektummal ütközésben, nem közl.bal.","Autó utasának sérülése rögzített objektummal ütközésben, nem közl.bal.",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,436292,"Accidental collision with stationary object","Observation","MAPS_TO",,,0,
"V4710","Injury to a car passenger in a collision with a fixed object, not reported.",-1,0,"Autó utasának sérülése rögzített objektummal ütközésben, nem közl.bal.","Autó utasának sérülése rögzített objektummal ütközésben, nem közl.bal.",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,434228,"Passenger in vehicular AND/OR traffic accident","Condition","MAPS_TO",,,0,
"V4710","Injury to a car passenger in a collision with a fixed object, not reported.",-1,0,"Autó utasának sérülése rögzített objektummal ütközésben, nem közl.bal.","Autó utasának sérülése rögzített objektummal ütközésben, nem közl.bal.",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,437738,"Motor vehicle accident off public road","Observation","MAPS_TO",,,0,
"V4720","Damage to the outside passenger of a car. in collision with a fixed object, not in communication.",-1,0,"Autó külső utasának sér. rögzített objektummal ütk.ben, nem közl.bal.","Autó külső utasának sér. rögzített objektummal ütk.ben, nem közl.bal.",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,436292,"Accidental collision with stationary object","Observation","MAPS_TO",,,0,
"V4720","Damage to the outside passenger of a car. in collision with a fixed object, not in communication.",-1,0,"Autó külső utasának sér. rögzített objektummal ütk.ben, nem közl.bal.","Autó külső utasának sér. rögzített objektummal ütk.ben, nem közl.bal.",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4145511,"Automobile accident","Observation","MAPS_TO",,,0,
"V4720","Damage to the outside passenger of a car. in collision with a fixed object, not in communication.",-1,0,"Autó külső utasának sér. rögzített objektummal ütk.ben, nem közl.bal.","Autó külső utasának sér. rögzített objektummal ütk.ben, nem közl.bal.",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,437738,"Motor vehicle accident off public road","Observation","MAPS_TO",,,0,
"V4720","Damage to the outside passenger of a car. in collision with a fixed object, not in communication.",-1,0,"Autó külső utasának sér. rögzített objektummal ütk.ben, nem közl.bal.","Autó külső utasának sér. rögzített objektummal ütk.ben, nem közl.bal.",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,440897,"Motor vehicle accident victim","Condition","MAPS_TO",,,0,
"V4730","Car k.m.n. harm to its passenger. in collision with a fixed object, not in communication.",-1,0,"Autó k.m.n. utasának sér. rögzített objektummal ütk.ben, nem közl.bal.","Autó k.m.n. utasának sér. rögzített objektummal ütk.ben, nem közl.bal.",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,436292,"Accidental collision with stationary object","Observation","MAPS_TO",,,0,
"V4730","Car k.m.n. harm to its passenger. in collision with a fixed object, not in communication.",-1,0,"Autó k.m.n. utasának sér. rögzített objektummal ütk.ben, nem közl.bal.","Autó k.m.n. utasának sér. rögzített objektummal ütk.ben, nem közl.bal.",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4145511,"Automobile accident","Observation","MAPS_TO",,,0,
"V4730","Car k.m.n. harm to its passenger. in collision with a fixed object, not in communication.",-1,0,"Autó k.m.n. utasának sér. rögzített objektummal ütk.ben, nem közl.bal.","Autó k.m.n. utasának sér. rögzített objektummal ütk.ben, nem közl.bal.",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,437738,"Motor vehicle accident off public road","Observation","MAPS_TO",,,0,
"V4730","Car k.m.n. harm to its passenger. in collision with a fixed object, not in communication.",-1,0,"Autó k.m.n. utasának sér. rögzített objektummal ütk.ben, nem közl.bal.","Autó k.m.n. utasának sér. rögzített objektummal ütk.ben, nem közl.bal.",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,440897,"Motor vehicle accident victim","Condition","MAPS_TO",,,0,
"V4740","Injury to a car passenger in a collision with a fixed object, during take-off and landing",-1,0,"Autó utasának sérülése rögzített objektummal ütk.ben, fel-leszálláskor","Autó utasának sérülése rögzített objektummal ütk.ben, fel-leszálláskor",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,436292,"Accidental collision with stationary object","Observation","MAPS_TO",,,0,
"V4740","Injury to a car passenger in a collision with a fixed object, during take-off and landing",-1,0,"Autó utasának sérülése rögzített objektummal ütk.ben, fel-leszálláskor","Autó utasának sérülése rögzített objektummal ütk.ben, fel-leszálláskor",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4145511,"Automobile accident","Observation","MAPS_TO",,,0,
"V4740","Injury to a car passenger in a collision with a fixed object, during take-off and landing",-1,0,"Autó utasának sérülése rögzített objektummal ütk.ben, fel-leszálláskor","Autó utasának sérülése rögzített objektummal ütk.ben, fel-leszálláskor",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,440897,"Motor vehicle accident victim","Condition","MAPS_TO",,,0,
"V4750","Injury to the driver of the car in a collision with a fixed object, traffic accident",-1,0,"Autó vezetőjének sérülése rögzített objektummal ütközésben, közl.bales","Autó vezetőjének sérülése rögzített objektummal ütközésben, közl.bales",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,435988,"Motor vehicle accident, driver","Condition","MAPS_TO",,,0,
"V4750","Injury to the driver of the car in a collision with a fixed object, traffic accident",-1,0,"Autó vezetőjének sérülése rögzített objektummal ütközésben, közl.bales","Autó vezetőjének sérülése rögzített objektummal ütközésben, közl.bales",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,436292,"Accidental collision with stationary object","Observation","MAPS_TO",,,0,
"V4750","Injury to the driver of the car in a collision with a fixed object, traffic accident",-1,0,"Autó vezetőjének sérülése rögzített objektummal ütközésben, közl.bales","Autó vezetőjének sérülése rögzített objektummal ütközésben, közl.bales",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,437165,"Motor vehicle traffic accident","Observation","MAPS_TO",,,0,
"V4760","Injury to a car passenger in a collision with a fixed object, communic. accident",-1,0,"Autó utasának sérülése rögzített objektummal ütközésben, közl. baleset","Autó utasának sérülése rögzített objektummal ütközésben, közl. baleset",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,436292,"Accidental collision with stationary object","Observation","MAPS_TO",,,0,
"V4760","Injury to a car passenger in a collision with a fixed object, communic. accident",-1,0,"Autó utasának sérülése rögzített objektummal ütközésben, közl. baleset","Autó utasának sérülése rögzített objektummal ütközésben, közl. baleset",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,437165,"Motor vehicle traffic accident","Observation","MAPS_TO",,,0,
"V4760","Injury to a car passenger in a collision with a fixed object, communic. accident",-1,0,"Autó utasának sérülése rögzített objektummal ütközésben, közl. baleset","Autó utasának sérülése rögzített objektummal ütközésben, közl. baleset",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,434228,"Passenger in vehicular AND/OR traffic accident","Condition","MAPS_TO",,,0,
"V4770","Injury to the outside passenger of a car in a collision with a fixed object, on the left side of the road.",-1,0,"Autó külső utasának sérülése rögzített objektummal ütk.ben, közl.bal.","Autó külső utasának sérülése rögzített objektummal ütk.ben, közl.bal.",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,436292,"Accidental collision with stationary object","Observation","MAPS_TO",,,0,
"V4770","Injury to the outside passenger of a car in a collision with a fixed object, on the left side of the road.",-1,0,"Autó külső utasának sérülése rögzített objektummal ütk.ben, közl.bal.","Autó külső utasának sérülése rögzített objektummal ütk.ben, közl.bal.",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,437165,"Motor vehicle traffic accident","Observation","MAPS_TO",,,0,
"V4770","Injury to the outside passenger of a car in a collision with a fixed object, on the left side of the road.",-1,0,"Autó külső utasának sérülése rögzített objektummal ütk.ben, közl.bal.","Autó külső utasának sérülése rögzített objektummal ütk.ben, közl.bal.",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4145511,"Automobile accident","Observation","MAPS_TO",,,0,
"V4770","Injury to the outside passenger of a car in a collision with a fixed object, on the left side of the road.",-1,0,"Autó külső utasának sérülése rögzített objektummal ütk.ben, közl.bal.","Autó külső utasának sérülése rögzített objektummal ütk.ben, közl.bal.",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,440897,"Motor vehicle accident victim","Condition","MAPS_TO",,,0,
"V4790","Car k.m.n. passenger was injured in a collision with a fixed object, on the left of the vehicle.",-1,0,"Autó k.m.n. utasának sérülése rögzített objektummal ütk.ben, közl.bal.","Autó k.m.n. utasának sérülése rögzített objektummal ütk.ben, közl.bal.",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,440897,"Motor vehicle accident victim","Condition","MAPS_TO",,,0,
"V4790","Car k.m.n. passenger was injured in a collision with a fixed object, on the left of the vehicle.",-1,0,"Autó k.m.n. utasának sérülése rögzített objektummal ütk.ben, közl.bal.","Autó k.m.n. utasának sérülése rögzített objektummal ütk.ben, közl.bal.",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,436292,"Accidental collision with stationary object","Observation","MAPS_TO",,,0,
"V4790","Car k.m.n. passenger was injured in a collision with a fixed object, on the left of the vehicle.",-1,0,"Autó k.m.n. utasának sérülése rögzített objektummal ütk.ben, közl.bal.","Autó k.m.n. utasának sérülése rögzített objektummal ütk.ben, közl.bal.",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,437165,"Motor vehicle traffic accident","Observation","MAPS_TO",,,0,
"V4790","Car k.m.n. passenger was injured in a collision with a fixed object, on the left of the vehicle.",-1,0,"Autó k.m.n. utasának sérülése rögzített objektummal ütk.ben, közl.bal.","Autó k.m.n. utasának sérülése rögzített objektummal ütk.ben, közl.bal.",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4145511,"Automobile accident","Observation","MAPS_TO",,,0,
"V4800","The injury to the driver of the car is not reported without a collision. in an accident",-1,0,"Autó vezetőjének sérülése összeütközés nélküli nem közl. balesetben","Autó vezetőjének sérülése összeütközés nélküli nem közl. balesetben",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,435988,"Motor vehicle accident, driver","Condition","MAPS_TO",,,0,
"V4800","The injury to the driver of the car is not reported without a collision. in an accident",-1,0,"Autó vezetőjének sérülése összeütközés nélküli nem közl. balesetben","Autó vezetőjének sérülése összeütközés nélküli nem közl. balesetben",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,437738,"Motor vehicle accident off public road","Observation","MAPS_TO",,,0,
"V4810","The injury to the passenger of the car is not reported without a collision. in an accident",-1,0,"Autó utasának sérülése összeütközés nélküli nem közl. balesetben","Autó utasának sérülése összeütközés nélküli nem közl. balesetben",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,434228,"Passenger in vehicular AND/OR traffic accident","Condition","MAPS_TO",,,0,
"V4810","The injury to the passenger of the car is not reported without a collision. in an accident",-1,0,"Autó utasának sérülése összeütközés nélküli nem közl. balesetben","Autó utasának sérülése összeütközés nélküli nem közl. balesetben",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,437738,"Motor vehicle accident off public road","Observation","MAPS_TO",,,0,
"V4820","Injury to the outside passenger of a car in a non-traffic accident without a collision",-1,0,"Autó külső utasának sérülése összeütközés nélküli nem közl.balesetben","Autó külső utasának sérülése összeütközés nélküli nem közl.balesetben",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4145511,"Automobile accident","Observation","MAPS_TO",,,0,
"V4820","Injury to the outside passenger of a car in a non-traffic accident without a collision",-1,0,"Autó külső utasának sérülése összeütközés nélküli nem közl.balesetben","Autó külső utasának sérülése összeütközés nélküli nem közl.balesetben",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,437738,"Motor vehicle accident off public road","Observation","MAPS_TO",,,0,
"V4820","Injury to the outside passenger of a car in a non-traffic accident without a collision",-1,0,"Autó külső utasának sérülése összeütközés nélküli nem közl.balesetben","Autó külső utasának sérülése összeütközés nélküli nem közl.balesetben",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,440897,"Motor vehicle accident victim","Condition","MAPS_TO",,,0,
"V4830","Car k.m.n. injury to a passenger in a non-collision accident",-1,0,"Autó k.m.n. utasának sérülése összeütközés nélküli nem közl.balesetben","Autó k.m.n. utasának sérülése összeütközés nélküli nem közl.balesetben",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4145511,"Automobile accident","Observation","MAPS_TO",,,0,
"V4830","Car k.m.n. injury to a passenger in a non-collision accident",-1,0,"Autó k.m.n. utasának sérülése összeütközés nélküli nem közl.balesetben","Autó k.m.n. utasának sérülése összeütközés nélküli nem közl.balesetben",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,437738,"Motor vehicle accident off public road","Observation","MAPS_TO",,,0,
"V4830","Car k.m.n. injury to a passenger in a non-collision accident",-1,0,"Autó k.m.n. utasának sérülése összeütközés nélküli nem közl.balesetben","Autó k.m.n. utasának sérülése összeütközés nélküli nem közl.balesetben",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,440897,"Motor vehicle accident victim","Condition","MAPS_TO",,,0,
"V4840","Injury to a passenger of a car without a collision, during take-off and take-off",-1,0,"Autó utasának sérülése összeütközés nélkül, fel-leszálláskor","Autó utasának sérülése összeütközés nélkül, fel-leszálláskor",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4145511,"Automobile accident","Observation","MAPS_TO",,,0,
"V4840","Injury to a passenger of a car without a collision, during take-off and take-off",-1,0,"Autó utasának sérülése összeütközés nélkül, fel-leszálláskor","Autó utasának sérülése összeütközés nélkül, fel-leszálláskor",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,440897,"Motor vehicle accident victim","Condition","MAPS_TO",,,0,
"V4850","Injury to the driver of the car reported without a collision. in an accident",-1,0,"Autó vezetőjének sérülése összeütközés nélküli közl. balesetben","Autó vezetőjének sérülése összeütközés nélküli közl. balesetben",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,435988,"Motor vehicle accident, driver","Condition","MAPS_TO",,,0,
"V4850","Injury to the driver of the car reported without a collision. in an accident",-1,0,"Autó vezetőjének sérülése összeütközés nélküli közl. balesetben","Autó vezetőjének sérülése összeütközés nélküli közl. balesetben",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,437165,"Motor vehicle traffic accident","Observation","MAPS_TO",,,0,
"V4860","Injury to the passenger of the car reported without a collision. in an accident",-1,0,"Autó utasának sérülése összeütközés nélküli közl. balesetben","Autó utasának sérülése összeütközés nélküli közl. balesetben",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,437165,"Motor vehicle traffic accident","Observation","MAPS_TO",,,0,
"V4860","Injury to the passenger of the car reported without a collision. in an accident",-1,0,"Autó utasának sérülése összeütközés nélküli közl. balesetben","Autó utasának sérülése összeütközés nélküli közl. balesetben",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,434228,"Passenger in vehicular AND/OR traffic accident","Condition","MAPS_TO",,,0,
"V4870","Damage to the outside passenger of the car reported without a collision. in an accident",-1,0,"Autó külső utasának sérülése összeütközés nélküli közl. balesetben","Autó külső utasának sérülése összeütközés nélküli közl. balesetben",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,437165,"Motor vehicle traffic accident","Observation","MAPS_TO",,,0,
"V4870","Damage to the outside passenger of the car reported without a collision. in an accident",-1,0,"Autó külső utasának sérülése összeütközés nélküli közl. balesetben","Autó külső utasának sérülése összeütközés nélküli közl. balesetben",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4145511,"Automobile accident","Observation","MAPS_TO",,,0,
"V4870","Damage to the outside passenger of the car reported without a collision. in an accident",-1,0,"Autó külső utasának sérülése összeütközés nélküli közl. balesetben","Autó külső utasának sérülése összeütközés nélküli közl. balesetben",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,440897,"Motor vehicle accident victim","Condition","MAPS_TO",,,0,
"V4890","Car k.m.n. the passenger's injury was reported without a collision. in an accident",-1,0,"Autó k.m.n. utasának sérülése összeütközés nélküli közl. balesetben","Autó k.m.n. utasának sérülése összeütközés nélküli közl. balesetben",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,437165,"Motor vehicle traffic accident","Observation","MAPS_TO",,,0,
"V4890","Car k.m.n. the passenger's injury was reported without a collision. in an accident",-1,0,"Autó k.m.n. utasának sérülése összeütközés nélküli közl. balesetben","Autó k.m.n. utasának sérülése összeütközés nélküli közl. balesetben",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4145511,"Automobile accident","Observation","MAPS_TO",,,0,
"V4890","Car k.m.n. the passenger's injury was reported without a collision. in an accident",-1,0,"Autó k.m.n. utasának sérülése összeütközés nélküli közl. balesetben","Autó k.m.n. utasának sérülése összeütközés nélküli közl. balesetben",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,440897,"Motor vehicle accident victim","Condition","MAPS_TO",,,0,
"V4900","Driver's injury in collision k.m.n. mot. vehicle non-communicated in his accident",-1,0,"Vezető sérülése összeütk.ben k.m.n. mot.jármű nem-közl. balesetében","Vezető sérülése összeütk.ben k.m.n. mot.jármű nem-közl. balesetében",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,435988,"Motor vehicle accident, driver","Condition","MAPS_TO",,,0,
"V4900","Driver's injury in collision k.m.n. mot. vehicle non-communicated in his accident",-1,0,"Vezető sérülése összeütk.ben k.m.n. mot.jármű nem-közl. balesetében","Vezető sérülése összeütk.ben k.m.n. mot.jármű nem-közl. balesetében",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,437738,"Motor vehicle accident off public road","Observation","MAPS_TO",,,0,
"V4910","Passenger's injury in a collision k.m.n. mot. vehicle non-communicated in his accident",-1,0,"Utas sérülése összeütk.ben k.m.n. mot.jármű nem-közl. balesetében","Utas sérülése összeütk.ben k.m.n. mot.jármű nem-közl. balesetében",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,434228,"Passenger in vehicular AND/OR traffic accident","Condition","MAPS_TO",,,0,
"V4910","Passenger's injury in a collision k.m.n. mot. vehicle non-communicated in his accident",-1,0,"Utas sérülése összeütk.ben k.m.n. mot.jármű nem-közl. balesetében","Utas sérülése összeütk.ben k.m.n. mot.jármű nem-közl. balesetében",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,437738,"Motor vehicle accident off public road","Observation","MAPS_TO",,,0,
"V4920","Injury to a car passenger in a collision, k.m.n. motor vehicle in non-communicated left",-1,0,"Autó utasának sérülése összeütk.ben k.m.n. mot.jármű nem-közl.bal.ben","Autó utasának sérülése összeütk.ben k.m.n. mot.jármű nem-közl.bal.ben",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4069060,"Motor vehicle nontraffic accident involving collision, not on public highway, between motor vehicle, except off-road motor vehicle, and nonmotor vehicle","Observation","MAPS_TO",,,0,
"V4920","Injury to a car passenger in a collision, k.m.n. motor vehicle in non-communicated left",-1,0,"Autó utasának sérülése összeütk.ben k.m.n. mot.jármű nem-közl.bal.ben","Autó utasának sérülése összeütk.ben k.m.n. mot.jármű nem-közl.bal.ben",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4145511,"Automobile accident","Observation","MAPS_TO",,,0,
"V4920","Injury to a car passenger in a collision, k.m.n. motor vehicle in non-communicated left",-1,0,"Autó utasának sérülése összeütk.ben k.m.n. mot.jármű nem-közl.bal.ben","Autó utasának sérülése összeütk.ben k.m.n. mot.jármű nem-közl.bal.ben",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,440897,"Motor vehicle accident victim","Condition","MAPS_TO",,,0,
"V4930","Injury to a car passenger in a collision, k.m.n. motor vehicle in non-communicated left",-1,0,"Autó utasának sérülése összeütk.ben k.m.n. mot.jármű nem-közl.bal.ben","Autó utasának sérülése összeütk.ben k.m.n. mot.jármű nem-közl.bal.ben",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,437738,"Motor vehicle accident off public road","Observation","MAPS_TO",,,0,
"V4930","Injury to a car passenger in a collision, k.m.n. motor vehicle in non-communicated left",-1,0,"Autó utasának sérülése összeütk.ben k.m.n. mot.jármű nem-közl.bal.ben","Autó utasának sérülése összeütk.ben k.m.n. mot.jármű nem-közl.bal.ben",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,440897,"Motor vehicle accident victim","Condition","MAPS_TO",,,0,
"V4940","Driver's injury in collision k.m.n. motor vehicle communication in his accident",-1,0,"Vezető sérülése összeütk.ben k.m.n. motoros jármű közl. balesetében","Vezető sérülése összeütk.ben k.m.n. motoros jármű közl. balesetében",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,433930,"Motor vehicle on road in collision with another motor vehicle","Observation","MAPS_TO",,,0,
"V4940","Driver's injury in collision k.m.n. motor vehicle communication in his accident",-1,0,"Vezető sérülése összeütk.ben k.m.n. motoros jármű közl. balesetében","Vezető sérülése összeütk.ben k.m.n. motoros jármű közl. balesetében",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,435988,"Motor vehicle accident, driver","Condition","MAPS_TO",,,0,
"V4950","Passenger's injury in a collision k.m.n. motor vehicle communication in his accident",-1,0,"Utas sérülése összeütk.ben k.m.n. motoros jármű közl. balesetében","Utas sérülése összeütk.ben k.m.n. motoros jármű közl. balesetében",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,433930,"Motor vehicle on road in collision with another motor vehicle","Observation","MAPS_TO",,,0,
"V4950","Passenger's injury in a collision k.m.n. motor vehicle communication in his accident",-1,0,"Utas sérülése összeütk.ben k.m.n. motoros jármű közl. balesetében","Utas sérülése összeütk.ben k.m.n. motoros jármű közl. balesetében",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,434228,"Passenger in vehicular AND/OR traffic accident","Condition","MAPS_TO",,,0,
"V4960","Injury to a car passenger in a collision, k.m.n. in a motor vehicle traffic accident",-1,0,"Autó utasának sérülése összeütk.ben k.m.n. mot.jármű közl.balesetében","Autó utasának sérülése összeütk.ben k.m.n. mot.jármű közl.balesetében",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,433930,"Motor vehicle on road in collision with another motor vehicle","Observation","MAPS_TO",,,0,
"V4960","Injury to a car passenger in a collision, k.m.n. in a motor vehicle traffic accident",-1,0,"Autó utasának sérülése összeütk.ben k.m.n. mot.jármű közl.balesetében","Autó utasának sérülése összeütk.ben k.m.n. mot.jármű közl.balesetében",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4145511,"Automobile accident","Observation","MAPS_TO",,,0,
"V4960","Injury to a car passenger in a collision, k.m.n. in a motor vehicle traffic accident",-1,0,"Autó utasának sérülése összeütk.ben k.m.n. mot.jármű közl.balesetében","Autó utasának sérülése összeütk.ben k.m.n. mot.jármű közl.balesetében",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,440897,"Motor vehicle accident victim","Condition","MAPS_TO",,,0,
"V4980","Injury to any passenger of a car in other designated transport accidents",-1,0,"Autó bármely utasának sérülése egyéb megjelölt szállítási balesetben","Autó bármely utasának sérülése egyéb megjelölt szállítási balesetben",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,435134,"Motor vehicle accident","Observation","MAPS_TO",,,0,
"V4980","Injury to any passenger of a car in other designated transport accidents",-1,0,"Autó bármely utasának sérülése egyéb megjelölt szállítási balesetben","Autó bármely utasának sérülése egyéb megjelölt szállítási balesetben",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,440897,"Motor vehicle accident victim","Condition","MAPS_TO",,,0,
