IngredientCode,IngredientName,IngredientNameEnglish,CASNumber,MatchString,SourceCount,concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason,ATC
POTASSIUM CITRATE,POTASSIUM CITRATE,POTASSIUM CITRATE,,"SourceTerm - Ingredient Term (""POTASSIUM CITRATE"")",-1,976545,POTASSIUM CITRATE,Drug,RxNorm,Ingredient,S,54993,1970-01-01,2099-12-31,,A12BA02
POTASSIUM HYDROGENCARBONATE,POTASSIUM HYDROGENCARBONATE,POTASSIUM HYDROGENCARBONATE,,"SourceTerm - Ingredient Relationship Synonym of ""ATC 5th"" with relation ""Maps to"" (""POTASSIUM HYDROGENCARBONATE"")",-1,19027080,POTASSIUM BICARBONATE,Drug,RxNorm,Ingredient,S,34296,1970-01-01,2099-12-31,,A12BA04
POTASSIUM IODIDE,POTASSIUM IODIDE,POTASSIUM IODIDE,,"SourceTerm - Ingredient Term (""POTASSIUM IODIDE"")",-1,19049909,POTASSIUM IODIDE,Drug,RxNorm,Ingredient,S,8597,1970-01-01,2099-12-31,,V03AB21
POTASSIUM SODIUM PHOSPHATE,POTASSIUM SODIUM PHOSPHATE,POTASSIUM SODIUM PHOSPHATE,,"First 1 words from SourceTerm - Ingredient Term (""POTASSIUM"")",-1,19049024,POTASSIUM,Drug,RxNorm,Ingredient,S,8588,1970-01-01,2099-12-31,,
POVIDONE,POVIDONE,POVIDONE,,"SourceTerm - Ingredient Term (""POVIDONE"")",-1,950056,POVIDONE,Drug,RxNorm,Ingredient,S,8610,1970-01-01,2099-12-31,,
POVIDONE-IODINE,POVIDONE-IODINE,POVIDONE-IODINE,,"SourceTerm - Ingredient Term (""POVIDONE-IODINE"")",-1,1750087,POVIDONE-IODINE,Drug,RxNorm,Ingredient,S,8611,1970-01-01,2099-12-31,,S01AX18
PRAJMALINE,PRAJMALINE,PRAJMALINE,,"SourceTerm - Ingredient Term (""PRAJMALINE"")",-1,19135792,PRAJMALINE,Drug,RxNorm,Ingredient,S,8622,1970-01-01,2099-12-31,,C01BA08
PRAMIPEXOLE,PRAMIPEXOLE,PRAMIPEXOLE,,"SourceTerm - Ingredient Term (""PRAMIPEXOLE"")",-1,720810,PRAMIPEXOLE,Drug,RxNorm,Ingredient,S,746741,2007-12-30,2099-12-31,,N04BC05
PRASUGREL,PRASUGREL,PRASUGREL,,"SourceTerm - Ingredient Term (""PRASUGREL"")",-1,40163718,PRASUGREL,Drug,RxNorm,Ingredient,S,613391,2009-08-02,2099-12-31,,B01AC22
PREDNISOLONE,PREDNISOLONE,PREDNISOLONE,,"SourceTerm - Ingredient Term (""PREDNISOLONE"")",-1,1550557,PREDNISOLONE,Drug,RxNorm,Ingredient,S,8638,1970-01-01,2099-12-31,,
PREDNISOLONE CAPROATE,PREDNISOLONE CAPROATE,PREDNISOLONE CAPROATE,,"First 1 words from SourceTerm - Ingredient Term (""PREDNISOLONE"")",-1,1550557,PREDNISOLONE,Drug,RxNorm,Ingredient,S,8638,1970-01-01,2099-12-31,,
PREDNISONE,PREDNISONE,PREDNISONE,,"SourceTerm - Ingredient Term (""PREDNISONE"")",-1,1551099,PREDNISONE,Drug,RxNorm,Ingredient,S,8640,1970-01-01,2099-12-31,,H02AB07
PREGABALIN,PREGABALIN,PREGABALIN,,"SourceTerm - Ingredient Term (""PREGABALIN"")",-1,734354,PREGABALIN,Drug,RxNorm,Ingredient,S,187832,2005-07-24,2099-12-31,,N03AX16
PRENOXDIAZINE,PRENOXDIAZINE,PRENOXDIAZINE,,"SourceTerm - Ingredient Term (""PRENOXDIAZINE"")",-1,40799075,PRENOXDIAZINE,Drug,RxNorm Extension,Ingredient,S,OMOP2721402,2017-07-18,2099-12-31,,R05DB18
PRIMYCIN,PRIMYCIN,PRIMYCIN,,"SourceTerm - Ingredient Term (Orphan ingredient) (""PRIMYCIN"")",-1,739886,PRIMYCIN,Drug,RxNorm,Ingredient,S,2479689,2021-04-05,2099-12-31,,
PROCAINE,PROCAINE,PROCAINE,,"SourceTerm - Ingredient Term (""PROCAINE"")",-1,751698,PROCAINE,Drug,RxNorm,Ingredient,S,8701,1970-01-01,2099-12-31,,
PROCYANIDOLIC OLIGOMERS,PROCYANIDOLIC OLIGOMERS,PROCYANIDOLIC OLIGOMERS,,"SourceTerm - Ingredient Term (Standardised) (""PROCYANIDOLIC OLIGOMERS"")",-1,19091624,PROCYANIDOLIC OLIGOMER,Drug,RxNorm,Ingredient,S,236649,1970-01-01,2099-12-31,,
PROCYCLIDINE,PROCYCLIDINE,PROCYCLIDINE,,"SourceTerm - Ingredient Term (""PROCYCLIDINE"")",-1,752276,PROCYCLIDINE,Drug,RxNorm,Ingredient,S,8718,1970-01-01,2099-12-31,,N04AA04
PROGESTERONE,PROGESTERONE,PROGESTERONE,,"SourceTerm - Ingredient Term (""PROGESTERONE"")",-1,1552310,PROGESTERONE,Drug,RxNorm,Ingredient,S,8727,1970-01-01,2099-12-31,,
PROGUANIL HYDROCHLORID,PROGUANIL HYDROCHLORID,PROGUANIL HYDROCHLORID,,"SourceTerm - Ingredient Relationship (Standardised) ""Precise Ingredient"" with relation ""Form of"" - Filter on best fit (""PROGUANIL HYDROCHLORID"")",-1,1792429,PROGUANIL,Drug,RxNorm,Ingredient,S,2382,1970-01-01,2099-12-31,,
PROLINE,PROLINE,PROLINE,,"SourceTerm - Ingredient Term (""PROLINE"")",-1,19052736,PROLINE,Drug,RxNorm,Ingredient,S,8737,1970-01-01,2099-12-31,,
PROMETHAZINE,PROMETHAZINE,PROMETHAZINE,,"SourceTerm - Ingredient Term (""PROMETHAZINE"")",-1,1153013,PROMETHAZINE,Drug,RxNorm,Ingredient,S,8745,1970-01-01,2099-12-31,,
PROPAFENONE,PROPAFENONE,PROPAFENONE,,"SourceTerm - Ingredient Term (""PROPAFENONE"")",-1,1353256,PROPAFENONE,Drug,RxNorm,Ingredient,S,8754,1970-01-01,2099-12-31,,C01BC03
PROPOFOL,PROPOFOL,PROPOFOL,,"SourceTerm - Ingredient Term (""PROPOFOL"")",-1,753626,PROPOFOL,Drug,RxNorm,Ingredient,S,8782,1970-01-01,2099-12-31,,N01AX10
PROPRANOLOL,PROPRANOLOL,PROPRANOLOL,,"SourceTerm - Ingredient Term (""PROPRANOLOL"")",-1,1353766,PROPRANOLOL,Drug,RxNorm,Ingredient,S,8787,1970-01-01,2099-12-31,,C07FA05
PROPYLTHIOURACIL,PROPYLTHIOURACIL,PROPYLTHIOURACIL,,"SourceTerm - Ingredient Term (""PROPYLTHIOURACIL"")",-1,1554072,PROPYLTHIOURACIL,Drug,RxNorm,Ingredient,S,8794,1970-01-01,2099-12-31,,H03BA02
PROPYPHENAZONE,PROPYPHENAZONE,PROPYPHENAZONE,,"SourceTerm - Ingredient Term (""PROPYPHENAZONE"")",-1,19029322,PROPYPHENAZONE,Drug,RxNorm,Ingredient,S,34710,1970-01-01,2099-12-31,,
PROSULTIAMINE,PROSULTIAMINE,PROSULTIAMINE,,"SourceTerm - Ingredient Term (""PROSULTIAMINE"")",-1,35198147,PROSULTIAMINE,Drug,RxNorm Extension,Ingredient,S,OMOP4819512,1970-01-01,2099-12-31,,
PROTAMINE,PROTAMINE,PROTAMINE,,"SourceTerm - Ingredient Term (Standardised) (""PROTAMINE"")",-1,19054245,PROTAMINES,Drug,RxNorm,Ingredient,S,8826,1970-01-01,2099-12-31,,
PROTEASE,PROTEASE,PROTEASE,,"SourceTerm - Ingredient Term (""PROTEASE"")",-1,931973,PROTEASE,Drug,RxNorm,Ingredient,S,8031,1970-01-01,2099-12-31,,
PROTEIN C,PROTEIN C,PROTEIN C,,"SourceTerm - Ingredient Term (""PROTEIN C"")",-1,42801108,PROTEIN C,Drug,RxNorm,Ingredient,S,8834,2012-07-02,2099-12-31,,B01AD12
PROTEIN S,PROTEIN S,PROTEIN S,,"SourceTerm - Ingredient Term (""PROTEIN S"")",-1,44785045,PROTEIN S,Drug,RxNorm,Ingredient,S,34822,2014-01-06,2099-12-31,,
PROTHROMBIN COMPLEX CONCENTRATE,PROTHROMBIN COMPLEX CONCENTRATE,PROTHROMBIN COMPLEX CONCENTRATE,,"First 1 words from SourceTerm - Ingredient Term (""PROTHROMBIN"")",-1,44507865,PROTHROMBIN,Drug,RxNorm,Ingredient,S,1441688,2013-12-02,2099-12-31,,B02BD01
PSEUDOEPHEDRINE,PSEUDOEPHEDRINE,PSEUDOEPHEDRINE,,"SourceTerm - Ingredient Term (""PSEUDOEPHEDRINE"")",-1,1154332,PSEUDOEPHEDRINE,Drug,RxNorm,Ingredient,S,8896,1970-01-01,2099-12-31,,R01BA52
PYRIDOSTIGMINE,PYRIDOSTIGMINE,PYRIDOSTIGMINE,,"SourceTerm - Ingredient Term (""PYRIDOSTIGMINE"")",-1,759740,PYRIDOSTIGMINE,Drug,RxNorm,Ingredient,S,9000,1970-01-01,2099-12-31,,N07AA02
PYRIDOXINE (VITAMIN B<->6<->),PYRIDOXINE (VITAMIN B<->6<->),PYRIDOXINE (VITAMIN B<->6<->),,"First 1 words from SourceTerm - Ingredient Term (""PYRIDOXINE"")",-1,19005046,PYRIDOXINE,Drug,RxNorm,Ingredient,S,684879,2007-12-30,2099-12-31,,A11HA02
QUETIAPINE,QUETIAPINE,QUETIAPINE,,"SourceTerm - Ingredient Term (""QUETIAPINE"")",-1,766814,QUETIAPINE,Drug,RxNorm,Ingredient,S,51272,1970-01-01,2099-12-31,,N05AH04
QUINAGOLIDE,QUINAGOLIDE,QUINAGOLIDE,,"SourceTerm - Ingredient Term (""QUINAGOLIDE"")",-1,19024140,QUINAGOLIDE,Drug,RxNorm,Ingredient,S,76887,1970-01-01,2099-12-31,,G02CB04
RABEPRAZOLE,RABEPRAZOLE,RABEPRAZOLE,,"SourceTerm - Ingredient Term (""RABEPRAZOLE"")",-1,911735,RABEPRAZOLE,Drug,RxNorm,Ingredient,S,114979,1970-01-01,2099-12-31,,A02BC07
RADIUM DICHLORIDE,RADIUM DICHLORIDE,RADIUM DICHLORIDE,,"First 1 words from SourceTerm - Ingredient Term (""RADIUM"")",-1,45775578,RADIUM,Drug,RxNorm,Ingredient,S,1546450,2014-12-01,2099-12-31,,
RALOXIFENE,RALOXIFENE,RALOXIFENE,,"SourceTerm - Ingredient Term (""RALOXIFENE"")",-1,1513103,RALOXIFENE,Drug,RxNorm,Ingredient,S,72143,1970-01-01,2099-12-31,,G03XC01
RALTEGRAVIR,RALTEGRAVIR,RALTEGRAVIR,,"SourceTerm - Ingredient Term (""RALTEGRAVIR"")",-1,1712889,RALTEGRAVIR,Drug,RxNorm,Ingredient,S,719872,2007-12-30,2099-12-31,,J05AX08
RALTITREXED,RALTITREXED,RALTITREXED,,"SourceTerm - Ingredient Term (""RALTITREXED"")",-1,19038536,RALTITREXED,Drug,RxNorm,Ingredient,S,196239,1970-01-01,2099-12-31,,L01BA03
RAMIPRIL,RAMIPRIL,RAMIPRIL,,"SourceTerm - Ingredient Term (""RAMIPRIL"")",-1,1334456,RAMIPRIL,Drug,RxNorm,Ingredient,S,35296,1970-01-01,2099-12-31,,
RANIBIZUMAB,RANIBIZUMAB,RANIBIZUMAB,,"SourceTerm - Ingredient Term (""RANIBIZUMAB"")",-1,19080982,RANIBIZUMAB,Drug,RxNorm,Ingredient,S,595060,2006-08-27,2099-12-31,,S01LA04
RANOLAZINE,RANOLAZINE,RANOLAZINE,,"SourceTerm - Ingredient Term (""RANOLAZINE"")",-1,1337107,RANOLAZINE,Drug,RxNorm,Ingredient,S,35829,2006-04-02,2099-12-31,,C01EB18
RASAGILINE,RASAGILINE,RASAGILINE,,"SourceTerm - Ingredient Term (""RASAGILINE"")",-1,715710,RASAGILINE,Drug,RxNorm,Ingredient,S,134748,2006-02-26,2099-12-31,,N04BD02
RASBURICASE,RASBURICASE,RASBURICASE,,"SourceTerm - Ingredient Term (""RASBURICASE"")",-1,1304565,RASBURICASE,Drug,RxNorm,Ingredient,S,283821,1970-01-01,2099-12-31,,V03AF07
REBOXETINE,REBOXETINE,REBOXETINE,,"SourceTerm - Ingredient Term (""REBOXETINE"")",-1,19084693,REBOXETINE,Drug,RxNorm,Ingredient,S,60842,1970-01-01,2099-12-31,,N06AX18
REGADENOSON,REGADENOSON,REGADENOSON,,"SourceTerm - Ingredient Term (""REGADENOSON"")",-1,19090761,REGADENOSON,Drug,RxNorm,Ingredient,S,640062,2008-06-01,2099-12-31,,C01EB21
REGORAFENIB,REGORAFENIB,REGORAFENIB,,"SourceTerm - Ingredient Term (""REGORAFENIB"")",-1,42903460,REGORAFENIB,Drug,RxNorm,Ingredient,S,1312397,2012-12-03,2099-12-31,,
RELUGOLIX,RELUGOLIX,RELUGOLIX,,"SourceTerm - Ingredient Term (""RELUGOLIX"")",-1,739471,RELUGOLIX,Drug,RxNorm,Ingredient,S,2472778,2021-04-05,2099-12-31,,H01CC54
REPAGLINIDE,REPAGLINIDE,REPAGLINIDE,,"SourceTerm - Ingredient Term (""REPAGLINIDE"")",-1,1516766,REPAGLINIDE,Drug,RxNorm,Ingredient,S,73044,1970-01-01,2099-12-31,,
RESLIZUMAB,RESLIZUMAB,RESLIZUMAB,,"SourceTerm - Ingredient Term (""RESLIZUMAB"")",-1,35603983,RESLIZUMAB,Drug,RxNorm,Ingredient,S,1746889,2016-05-02,2099-12-31,,R03DX08
RESORCINOL,RESORCINOL,RESORCINOL,,"SourceTerm - Ingredient Term (""RESORCINOL"")",-1,935390,RESORCINOL,Drug,RxNorm,Ingredient,S,35382,1970-01-01,2099-12-31,,
RETINOL,RETINOL,RETINOL,,"SourceTerm - Ingredient Relationship ""Substance"" with relation ""SNOMED - RxNorm eq"" - Filter on best fit (""RETINOL"")",-1,19008339,VITAMIN A,Drug,RxNorm,Ingredient,S,11246,1970-01-01,2099-12-31,,V04CB01
RETINOL PALMITATE,RETINOL PALMITATE,RETINOL PALMITATE,,"SourceTerm - Ingredient Relationship Synonym of ""Substance"" with relation ""Maps to"" (""RETINOL PALMITATE"")",-1,19008339,VITAMIN A,Drug,RxNorm,Ingredient,S,11246,1970-01-01,2099-12-31,,V04CB01
REZ SULFAT,REZ SULFAT,REZ SULFAT,,"Manual Overrule Mapping (""REZ SULFAT"")",-1,19057346,COPPER SULFATE,Drug,RxNorm,Ingredient,S,21579,1970-01-01,2099-12-31,,V03AB20
RIBOCICLIB,RIBOCICLIB,RIBOCICLIB,,"SourceTerm - Ingredient Term (""RIBOCICLIB"")",-1,1592911,RIBOCICLIB,Drug,RxNorm,Ingredient,S,1873916,2017-08-07,2099-12-31,,
RIBOFLAVIN (VITAMIN B<->2<->),RIBOFLAVIN (VITAMIN B<->2<->),RIBOFLAVIN (VITAMIN B<->2<->),,"First 1 words from SourceTerm - Ingredient Term (""RIBOFLAVIN"")",-1,19062817,RIBOFLAVIN,Drug,RxNorm,Ingredient,S,9346,1970-01-01,2099-12-31,,A11HA04
RIFAMPICIN,RIFAMPICIN,RIFAMPICIN,,"SourceTerm - Synonym Term Synonym of (""RIFAMPICIN"")",-1,1763204,RIFAMPIN,Drug,RxNorm,Ingredient,S,9384,1970-01-01,2099-12-31,,
RIFAXIMIN,RIFAXIMIN,RIFAXIMIN,,"SourceTerm - Ingredient Term (""RIFAXIMIN"")",-1,1735947,RIFAXIMIN,Drug,RxNorm,Ingredient,S,35619,1970-01-01,2099-12-31,,
RILMENIDINE,RILMENIDINE,RILMENIDINE,,"SourceTerm - Ingredient Term (""RILMENIDINE"")",-1,19115050,RILMENIDINE,Drug,RxNorm,Ingredient,S,55679,1970-01-01,2099-12-31,,C02AC06
RILPIVIRIN,RILPIVIRIN,RILPIVIRIN,,"SourceTerm - Ingredient Term (Standardised) (""RILPIVIRIN"")",-1,40238930,RILPIVIRINE,Drug,RxNorm,Ingredient,S,1102270,2011-06-05,2099-12-31,,
RILUZOLE,RILUZOLE,RILUZOLE,,"SourceTerm - Ingredient Term (""RILUZOLE"")",-1,735951,RILUZOLE,Drug,RxNorm,Ingredient,S,35623,1970-01-01,2099-12-31,,N07XX02
RIMEGEPANT,RIMEGEPANT,RIMEGEPANT,,"SourceTerm - Ingredient Term (""RIMEGEPANT"")",-1,37498993,RIMEGEPANT,Drug,RxNorm,Ingredient,S,2282307,2020-05-04,2099-12-31,,N02CD06
RIOCIGUAT,RIOCIGUAT,RIOCIGUAT,,"SourceTerm - Ingredient Term (""RIOCIGUAT"")",-1,44506752,RIOCIGUAT,Drug,RxNorm,Ingredient,S,1439816,2013-11-04,2099-12-31,,C02KX05
RISANKIZUMAB,RISANKIZUMAB,RISANKIZUMAB,,"SourceTerm - Ingredient Term (""RISANKIZUMAB"")",-1,1511348,RISANKIZUMAB,Drug,RxNorm,Ingredient,S,2166040,2019-05-06,2099-12-31,,L04AC18
RISEDRONAT,RISEDRONAT,RISEDRONAT,,"SourceTerm - Ingredient Term (Standardised) (""RISEDRONAT"")",-1,1516800,RISEDRONATE,Drug,RxNorm,Ingredient,S,73056,2006-02-26,2099-12-31,,
RISPERIDONE,RISPERIDONE,RISPERIDONE,,"SourceTerm - Ingredient Term (""RISPERIDONE"")",-1,735979,RISPERIDONE,Drug,RxNorm,Ingredient,S,35636,1970-01-01,2099-12-31,,N05AX08
RITONAVIR,RITONAVIR,RITONAVIR,,"SourceTerm - Ingredient Term (""RITONAVIR"")",-1,1748921,RITONAVIR,Drug,RxNorm,Ingredient,S,85762,1970-01-01,2099-12-31,,J05AR10
RITUXIMAB,RITUXIMAB,RITUXIMAB,,"SourceTerm - Ingredient Term (""RITUXIMAB"")",-1,1314273,RITUXIMAB,Drug,RxNorm,Ingredient,S,121191,1970-01-01,2099-12-31,,L01XC02
RIVAROXABAN,RIVAROXABAN,RIVAROXABAN,,"SourceTerm - Ingredient Term (""RIVAROXABAN"")",-1,40241331,RIVAROXABAN,Drug,RxNorm,Ingredient,S,1114195,2011-07-31,2099-12-31,,B01AF01
RIVASTIGMINE,RIVASTIGMINE,RIVASTIGMINE,,"SourceTerm - Ingredient Term (""RIVASTIGMINE"")",-1,733523,RIVASTIGMINE,Drug,RxNorm,Ingredient,S,183379,1970-01-01,2099-12-31,,N06DA03
ROCURONIUM BROMIDE,ROCURONIUM BROMIDE,ROCURONIUM BROMIDE,,"SourceTerm - Ingredient Relationship ""Precise Ingredient"" with relation ""Form of"" - Filter on best fit (""ROCURONIUM BROMIDE"")",-1,19003953,ROCURONIUM,Drug,RxNorm,Ingredient,S,68139,1970-01-01,2099-12-31,,M03AC09
ROFLUMILAST,ROFLUMILAST,ROFLUMILAST,,"SourceTerm - Ingredient Term (""ROFLUMILAST"")",-1,40236897,ROFLUMILAST,Drug,RxNorm,Ingredient,S,1091836,2011-04-03,2099-12-31,,R03DX07
ROMIPLOSTIM,ROMIPLOSTIM,ROMIPLOSTIM,,"SourceTerm - Ingredient Term (""ROMIPLOSTIM"")",-1,19032407,ROMIPLOSTIM,Drug,RxNorm,Ingredient,S,805452,2008-09-28,2099-12-31,,B02BX04
ROMOSOZUMAB,ROMOSOZUMAB,ROMOSOZUMAB,,"SourceTerm - Ingredient Term (""ROMOSOZUMAB"")",-1,1511251,ROMOSOZUMAB,Drug,RxNorm,Ingredient,S,2123126,2019-05-06,2099-12-31,,M05BX06
ROPEGINTERFERON ALFA-2B,ROPEGINTERFERON ALFA-2B,ROPEGINTERFERON ALFA-2B,,"SourceTerm - Ingredient Term (""ROPEGINTERFERON ALFA-2B"")",-1,702407,ROPEGINTERFERON ALFA-2B,Drug,RxNorm,Ingredient,S,2587059,2022-01-03,2099-12-31,,
ROPINIROLE,ROPINIROLE,ROPINIROLE,,"SourceTerm - Ingredient Term (""ROPINIROLE"")",-1,713823,ROPINIROLE,Drug,RxNorm,Ingredient,S,72302,1970-01-01,2099-12-31,,N04BC04
ROPIVACAINE,ROPIVACAINE,ROPIVACAINE,,"SourceTerm - Ingredient Term (""ROPIVACAINE"")",-1,1136487,ROPIVACAINE,Drug,RxNorm,Ingredient,S,35780,1970-01-01,2099-12-31,,N01BB09
ROSMARINI FOLIUM,ROSMARINI FOLIUM,ROSMARINI FOLIUM,,"Manual Overrule Mapping (""ROSMARINI FOLIUM"")",-1,19135863,ROSEMARY OIL,Drug,RxNorm,Ingredient,S,90945,1970-01-01,2099-12-31,,
ROSUVASTATIN,ROSUVASTATIN,ROSUVASTATIN,,"SourceTerm - Ingredient Term (""ROSUVASTATIN"")",-1,1510813,ROSUVASTATIN,Drug,RxNorm,Ingredient,S,301542,1970-01-01,2099-12-31,,C10BX07
ROTAVIRUS VACCINE,ROTAVIRUS VACCINE,ROTAVIRUS VACCINE,,"ATC - RxNorm (""J07BH01"")",-1,19032599,"ROTAVIRUS VACCINE, LIVE ATTENUATED, G1P[8] HUMAN 89-12 STRAIN",Drug,RxNorm,Ingredient,S,805573,2008-09-28,2099-12-31,,J07BH01
ROTIGOTIN,ROTIGOTIN,ROTIGOTIN,,"SourceTerm - Ingredient Term (Standardised) (""ROTIGOTIN"")",-1,786426,ROTIGOTINE,Drug,RxNorm,Ingredient,S,616739,2007-07-29,2099-12-31,,N04BC09
ROXITHROMYCIN,ROXITHROMYCIN,ROXITHROMYCIN,,"SourceTerm - Ingredient Term (""ROXITHROMYCIN"")",-1,19063874,ROXITHROMYCIN,Drug,RxNorm,Ingredient,S,9478,1970-01-01,2099-12-31,,J01FA06
RUBEOLA VACCINA,RUBEOLA VACCINA,RUBEOLA VACCINA,,"Manual Overrule Mapping (""RUBEOLA VACCINA"")",-1,523212,RUBELLA VIRUS VACCINE LIVE (WISTAR RA 27-3 STRAIN),Drug,RxNorm,Ingredient,S,762817,2008-03-30,2099-12-31,,
RUBEOLA VÍRUS,RUBEOLA VÍRUS,RUBEOLA VÍRUS,,"Manual Overrule Mapping (""RUBEOLA VÍRUS"")",-1,43012953,RUBELLA VIRUS,Drug,RxNorm,Ingredient,S,1365969,2013-02-04,2099-12-31,,J07BD54
RUFINAMIDE,RUFINAMIDE,RUFINAMIDE,,"SourceTerm - Ingredient Term (""RUFINAMIDE"")",-1,19006586,RUFINAMIDE,Drug,RxNorm,Ingredient,S,69036,2008-11-30,2099-12-31,,N03AF03
RUMICIS HERBA,RUMICIS HERBA,RUMICIS HERBA,,"Manual Overrule Mapping (""RUMICIS HERBA"")",-1,43012310,RUMEX ACETOSA WHOLE EXTRACT,Drug,RxNorm,Ingredient,S,1363562,2013-01-07,2099-12-31,,
RUPATADINE,RUPATADINE,RUPATADINE,,"SourceTerm - Ingredient Term (""RUPATADINE"")",-1,36879144,RUPATADINE,Drug,RxNorm Extension,Ingredient,S,OMOP994954,1970-01-01,2099-12-31,,R06AX28
RURIOCTOCOG ALFA PEGOL,RURIOCTOCOG ALFA PEGOL,RURIOCTOCOG ALFA PEGOL,,"SourceTerm - Ingredient Term (""RURIOCTOCOG ALFA PEGOL"")",-1,2997891,RURIOCTOCOG ALFA PEGOL,Drug,RxNorm Extension,Ingredient,S,OMOP5154905,2016-11-01,2099-12-31,,
RUTOSIDE,RUTOSIDE,RUTOSIDE,,"SourceTerm - Synonym Term Synonym of (""RUTOSIDE"")",-1,19063981,RUTIN,Drug,RxNorm,Ingredient,S,9500,1970-01-01,2099-12-31,,
RUXOLITINIB,RUXOLITINIB,RUXOLITINIB,,"SourceTerm - Ingredient Term (""RUXOLITINIB"")",-1,40244464,RUXOLITINIB,Drug,RxNorm,Ingredient,S,1193326,2011-12-04,2099-12-31,,
RÉZ(64)-KLORID,RÉZ(64)-KLORID,RÉZ(64)-KLORID,,"Manual Overrule Mapping (Orphan ingredient) (""RÉZ(64)-KLORID"")",-1,36861895,CUPRIC CATION CU-64,Drug,RxNorm Extension,Ingredient,S,OMOP5179512,1970-01-01,2099-12-31,,
RÖVIDÁGÚ POLOSKAVÉSZ GYÖKÉRTÖRZS SZÁRAZ KIVONAT,RÖVIDÁGÚ POLOSKAVÉSZ GYÖKÉRTÖRZS SZÁRAZ KIVONAT,RÖVIDÁGÚ POLOSKAVÉSZ GYÖKÉRTÖRZS SZÁRAZ KIVONAT,,"Manual Overrule Mapping (""RÖVIDÁGÚ POLOSKAVÉSZ GYÖKÉRTÖRZS SZÁRAZ KIVONAT"")",-1,1391648,BLACK COHOSH EXTRACT,Drug,RxNorm,Ingredient,S,236665,1970-01-01,2099-12-31,,
SACCHAROMYCES BOULARDII,SACCHAROMYCES BOULARDII,SACCHAROMYCES BOULARDII,,"SourceTerm - Ingredient Term (""SACCHAROMYCES BOULARDII"")",-1,991855,SACCHAROMYCES BOULARDII,Drug,RxNorm,Ingredient,S,236782,1970-01-01,2099-12-31,,A07FA02
SACCHAROMYCES CEREVISIAE,SACCHAROMYCES CEREVISIAE,SACCHAROMYCES CEREVISIAE,,"SourceTerm - Ingredient Term (""SACCHAROMYCES CEREVISIAE"")",-1,19136028,SACCHAROMYCES CEREVISIAE,Drug,RxNorm,Ingredient,S,9511,1970-01-01,2099-12-31,,
SACUBITRIL,SACUBITRIL,SACUBITRIL,,"SourceTerm - Ingredient Term (""SACUBITRIL"")",-1,46275719,SACUBITRIL,Drug,RxNorm,Ingredient,S,1656328,2015-09-08,2099-12-31,,C09DX04
SAFINAMIDE,SAFINAMIDE,SAFINAMIDE,,"SourceTerm - Ingredient Term (""SAFINAMIDE"")",-1,1594333,SAFINAMIDE,Drug,RxNorm,Ingredient,S,1922448,2017-08-07,2099-12-31,,N04BD03
SALBUTAMOL,SALBUTAMOL,SALBUTAMOL,,"SourceTerm - Ingredient Relationship Synonym of ""Substance"" with relation ""SNOMED - RxNorm eq"" - Filter on best fit (""SALBUTAMOL"")",-1,1154343,ALBUTEROL,Drug,RxNorm,Ingredient,S,435,1970-01-01,2099-12-31,,
SALICYLIC ACID,SALICYLIC ACID,SALICYLIC ACID,,"SourceTerm - Ingredient Term (""SALICYLIC ACID"")",-1,964407,SALICYLIC ACID,Drug,RxNorm,Ingredient,S,9525,1970-01-01,2099-12-31,,N02BA12
SALMETEROL,SALMETEROL,SALMETEROL,,"SourceTerm - Ingredient Term (""SALMETEROL"")",-1,1137529,SALMETEROL,Drug,RxNorm,Ingredient,S,36117,1970-01-01,2099-12-31,,
SAMARIUM (153SM) LEXIDRONAM,SAMARIUM (153SM) LEXIDRONAM,SAMARIUM (153SM) LEXIDRONAM,,"SourceTerm - Ingredient Relationship ""ATC 5th"" with relation ""Maps to"" (Orphan ingredient) (""SAMARIUM (153SM) LEXIDRONAM"")",-1,19018483,SAMARIUM SM 153 LEXIDRONAM,Drug,RxNorm,Ingredient,S,177906,1970-01-01,2099-12-31,,V10BX02
SAPROPTERIN,SAPROPTERIN,SAPROPTERIN,,"SourceTerm - Ingredient Term (""SAPROPTERIN"")",-1,19021959,SAPROPTERIN,Drug,RxNorm,Ingredient,S,753340,2008-01-27,2099-12-31,,A16AX07
SARILUMAB,SARILUMAB,SARILUMAB,,"SourceTerm - Ingredient Term (""SARILUMAB"")",-1,1594587,SARILUMAB,Drug,RxNorm,Ingredient,S,1923319,2017-08-07,2099-12-31,,L04AC14
SAXAGLIPTIN,SAXAGLIPTIN,SAXAGLIPTIN,,"SourceTerm - Ingredient Term (""SAXAGLIPTIN"")",-1,40166035,SAXAGLIPTIN,Drug,RxNorm,Ingredient,S,857974,2009-09-06,2099-12-31,,
SECUKINUMAB,SECUKINUMAB,SECUKINUMAB,,"SourceTerm - Ingredient Term (""SECUKINUMAB"")",-1,45892883,SECUKINUMAB,Drug,RxNorm,Ingredient,S,1599788,2015-03-02,2099-12-31,,L04AC10
SELENIUM,SELENIUM,SELENIUM,,"SourceTerm - Ingredient Term (""SELENIUM"")",-1,966282,SELENIUM,Drug,RxNorm,Ingredient,S,9641,1970-01-01,2099-12-31,,
